기준년도,시도명,시군구명,읍면동명,면적(㎢),세대수,인구수
2024,경기도,연천군,중면,80.940,93,165
2024,경기도,연천군,신서면,148.420,1481,2401
2024,경기도,연천군,왕징면,71.540,569,967
2024,경기도,연천군,미산면,41.350,955,1659
2024,경기도,연천군,백학면,67.760,1343,2455
2024,경기도,연천군,청산면,43.720,2439,4068
2024,경기도,,,10201.260,6058202,13694685
2024,경기도,수원시,,121.100,540719,1193005
2024,경기도,수원시 장안구,,33.340,122694,274661
2024,경기도,수원시 장안구,파장동,8.620,11492,24770
2024,경기도,수원시 장안구,율천동,3.150,19432,39864
2024,경기도,수원시 장안구,정자1동,1.270,13202,33481
2024,경기도,수원시 장안구,정자2동,1.440,16142,38552
2024,경기도,수원시 장안구,정자3동,1.440,14109,39016
2024,경기도,수원시 장안구,영화동,1.270,10209,18026
2024,경기도,수원시 장안구,송죽동,1.680,8846,18232
2024,경기도,수원시 장안구,조원1동,1.840,13318,27857
2024,경기도,수원시 장안구,조원2동,1.050,6485,17581
2024,경기도,수원시 장안구,연무동,11.580,9459,17282
2024,경기도,수원시 권선구,,47.180,164675,362642
2024,경기도,수원시 권선구,세류1동,0.930,4417,9611
2024,경기도,수원시 권선구,세류2동,3.580,12345,22285
2024,경기도,수원시 권선구,세류3동,1.290,8944,17397
2024,경기도,수원시 권선구,평동,10.910,17578,40623
2024,경기도,수원시 권선구,서둔동,5.440,17886,37039
2024,경기도,수원시 권선구,구운동,1.940,10588,22757
2024,경기도,수원시 권선구,금곡동,4.080,18594,44754
2024,경기도,수원시 권선구,호매실동,4.760,17247,44128
2024,경기도,수원시 권선구,권선1동,1.030,13940,24090
2024,경기도,수원시 권선구,권선2동,1.810,17098,45800
2024,경기도,수원시 권선구,곡선동,4.470,17735,34461
2024,경기도,수원시 권선구,입북동,6.940,8303,19697
2024,경기도,수원시 팔달구,,12.870,97877,194397
2024,경기도,수원시 팔달구,행궁동,1.570,5936,9193
2024,경기도,수원시 팔달구,매교동,0.720,9396,21617
2024,경기도,수원시 팔달구,매산동,0.810,6002,9856
2024,경기도,수원시 팔달구,고등동,1.010,9012,19168
2024,경기도,수원시 팔달구,화서1동,0.840,9752,21000
2024,경기도,수원시 팔달구,화서2동,2.100,9536,24217
2024,경기도,수원시 팔달구,지동,0.790,5230,9476
2024,경기도,수원시 팔달구,우만1동,1.140,10562,18200
2024,경기도,수원시 팔달구,우만2동,0.970,7903,16639
2024,경기도,수원시 팔달구,인계동,2.910,24548,45031
2024,경기도,수원시 영통구,,27.710,155473,361305
2024,경기도,수원시 영통구,매탄1동,1.230,5142,11443
2024,경기도,수원시 영통구,매탄2동,0.790,6380,13629
2024,경기도,연천군,군남면,45.640,1632,2960
2024,경기도,연천군,전곡읍,55.220,8689,17655
2024,경기도,연천군,연천읍,88.010,4155,7829
2024,경기도,연천군,,678.420,21750,40866
2024,경기도,가평군,북면,231.090,2167,3553
2024,경기도,가평군,조종면,113.030,4367,9205
2024,경기도,가평군,상면,100.530,3115,5399
2024,경기도,가평군,청평면,112.230,7346,13405
2024,경기도,가평군,설악면,141.670,5368,9683
2024,경기도,가평군,가평읍,144.860,10656,21282
2024,경기도,가평군,,843.410,33019,62527
2024,경기도,과천시,문원동,12.560,2696,6549
2024,경기도,과천시,과천동,10.780,2870,6201
2024,경기도,과천시,부림동,0.370,5259,13937
2024,경기도,과천시,별양동,0.680,5310,14736
2024,경기도,과천시,갈현동,2.280,5281,16707
2024,경기도,과천시,원문동,2.210,5279,16112
2024,경기도,과천시,중앙동,6.990,4179,11270
2024,경기도,과천시,,35.870,30874,85512
2024,경기도,동두천시,상패동,8.050,2695,4747
2024,경기도,동두천시,소요동,31.320,4393,8379
2024,경기도,동두천시,송내동,5.520,11434,24873
2024,경기도,동두천시,불현동,33.370,11977,24818
2024,경기도,동두천시,보산동,13.680,1533,2640
2024,경기도,동두천시,중앙동,0.850,2851,4418
2024,경기도,동두천시,생연2동,0.720,5014,10781
2024,경기도,동두천시,생연1동,2.160,3199,6182
2024,경기도,동두천시,,95.670,43096,86838
2024,경기도,여주시,오학동,16.880,8146,18187
2024,경기도,여주시,중앙동,17.850,11353,25405
2024,경기도,여주시,여흥동,38.650,10482,20632
2024,경기도,여주시,산북면,32.820,1243,2479
2024,경기도,여주시,강천면,74.400,2367,4312
2023,경기도,양평군,옥천면,66.690,4187,8105
2023,경기도,,,10199.730,5978724,13630821
2023,경기도,수원시,,121.100,537078,1197257
2023,경기도,수원시 장안구,,33.340,119900,270849
2023,경기도,수원시 장안구,파장동,8.620,11420,24858
2023,경기도,수원시 장안구,율천동,3.150,19558,40392
2023,경기도,수원시 장안구,정자1동,1.270,10757,27561
2023,경기도,수원시 장안구,정자2동,1.440,15714,37725
2023,경기도,수원시 장안구,정자3동,1.440,14085,39641
2023,경기도,수원시 장안구,영화동,1.270,10391,18624
2023,경기도,수원시 장안구,송죽동,1.680,8775,18506
2023,경기도,수원시 장안구,조원1동,1.840,13429,28582
2023,경기도,수원시 장안구,조원2동,1.050,6445,17711
2023,경기도,수원시 장안구,연무동,11.580,9326,17249
2023,경기도,수원시 권선구,,47.180,163796,366167
2023,경기도,수원시 권선구,세류1동,0.930,4429,9686
2023,경기도,수원시 권선구,세류2동,3.580,12478,22896
2023,경기도,수원시 권선구,세류3동,1.290,9087,17802
2023,경기도,수원시 권선구,평동,10.910,17384,40962
2023,경기도,수원시 권선구,서둔동,5.440,17889,37614
2023,경기도,수원시 권선구,구운동,1.940,10652,23150
2023,경기도,수원시 권선구,금곡동,4.080,17601,44027
2023,경기도,수원시 권선구,호매실동,4.760,17237,44651
2023,경기도,수원시 권선구,권선1동,1.030,13698,24177
2023,경기도,수원시 권선구,권선2동,1.810,17179,46505
2023,경기도,수원시 권선구,곡선동,4.470,17991,35049
2023,경기도,수원시 권선구,입북동,6.940,8171,19648
2023,경기도,수원시 팔달구,,12.870,98505,197213
2023,경기도,수원시 팔달구,행궁동,1.570,6058,9433
2023,경기도,수원시 팔달구,매교동,0.720,9343,21454
2023,경기도,수원시 팔달구,매산동,0.810,5896,9878
2023,경기도,수원시 팔달구,고등동,1.010,9380,19903
2023,경기도,수원시 팔달구,화서1동,0.840,9722,21214
2023,경기도,수원시 팔달구,화서2동,2.100,9376,24342
2023,경기도,수원시 팔달구,지동,0.790,5374,9841
2023,경기도,수원시 팔달구,우만1동,1.140,10633,18738
2023,경기도,수원시 팔달구,우만2동,0.970,7883,16802
2023,경기도,수원시 팔달구,인계동,2.910,24840,45608
2023,경기도,수원시 영통구,,27.710,154877,363028
2023,경기도,수원시 영통구,매탄1동,1.230,5211,11704
2023,경기도,수원시 영통구,매탄2동,0.790,6421,13930
2023,경기도,수원시 영통구,매탄3동,2.340,15731,34512
2023,경기도,수원시 영통구,매탄4동,0.780,9492,20293
2023,경기도,수원시 영통구,원천동,3.200,21027,45447
2023,경기도,수원시 영통구,광교1동,7.980,22695,53072
2023,경기도,수원시 영통구,광교2동,4.180,11655,28712
2023,경기도,수원시 영통구,영통1동,1.690,12555,33195
2023,경기도,수원시 영통구,영통2동,1.360,13460,25393
2023,경기도,수원시 영통구,영통3동,1.720,13795,31624
2023,경기도,수원시 영통구,망포1동,1.000,11482,31684
2023,경기도,수원시 영통구,망포2동,1.440,11353,33462
2023,경기도,고양시,,268.130,464380,1074907
2023,경기도,고양시 덕양구,,165.600,220682,496438
2023,경기도,고양시 덕양구,주교동,5.620,5446,10961
2023,경기도,고양시 덕양구,원신동,12.740,9402,22890
2023,경기도,고양시 덕양구,흥도동,9.120,12701,29581
2023,경기도,고양시 덕양구,성사1동,2.190,10057,21204
2023,경기도,고양시 덕양구,성사2동,0.920,4688,10740
2023,경기도,고양시 덕양구,효자동,25.350,10016,23934
2023,경기도,고양시 덕양구,삼송1동,6.180,10099,21916
2023,경기도,고양시 덕양구,삼송2동,2.750,14198,28579
2023,경기도,고양시 덕양구,창릉동,11.570,10308,23313
2023,경기도,고양시 덕양구,고양동,25.040,12503,28430
2023,경기도,고양시 덕양구,관산동,15.050,16439,35052
2023,경기도,고양시 덕양구,능곡동,13.780,8006,18202
2023,경기도,고양시 덕양구,화정1동,2.310,15855,35999
2023,경기도,고양시 덕양구,화정2동,1.940,12947,31449
2023,경기도,고양시 덕양구,행주동,6.010,8944,16322
2023,경기도,고양시 덕양구,행신1동,0.690,8727,20706
2023,경기도,고양시 덕양구,행신2동,4.280,13125,30379
2023,경기도,고양시 덕양구,행신3동,0.510,8941,22964
2023,경기도,고양시 덕양구,행신4동,1.430,9747,19856
2023,경기도,고양시 덕양구,화전동,7.300,12043,27947
2023,경기도,고양시 덕양구,대덕동,10.790,6490,16014
2023,경기도,고양시 일산동구,,59.960,127885,291597
2023,경기도,고양시 일산동구,식사동,6.820,14871,40820
2023,경기도,고양시 일산동구,중산1동,1.430,8999,20764
2023,경기도,고양시 일산동구,중산2동,1.410,9619,23798
2023,경기도,고양시 일산동구,정발산동,1.530,10033,21917
2023,경기도,고양시 일산동구,풍산동,5.670,14343,37162
2023,경기도,고양시 일산동구,백석1동,1.770,12822,29048
2023,경기도,고양시 일산동구,백석2동,0.800,11575,20097
2023,경기도,고양시 일산동구,마두1동,2.210,8751,23026
2023,경기도,고양시 일산동구,마두2동,0.630,5750,15557
2023,경기도,고양시 일산동구,장항1동,10.280,4589,10863
2023,경기도,고양시 일산동구,장항2동,2.410,15754,26531
2023,경기도,고양시 일산동구,고봉동,24.990,10779,22014
2023,경기도,고양시 일산서구,,42.560,115813,286872
2023,경기도,고양시 일산서구,일산1동,0.650,10043,25650
2023,경기도,고양시 일산서구,일산2동,0.820,8481,19145
2023,경기도,고양시 일산서구,일산3동,1.120,12105,33936
2023,경기도,고양시 일산서구,탄현1동,0.930,12381,30124
2023,경기도,고양시 일산서구,탄현2동,1.260,7286,19186
2023,경기도,고양시 일산서구,주엽1동,0.970,10969,26840
2023,경기도,고양시 일산서구,주엽2동,0.960,11450,27285
2023,경기도,고양시 일산서구,대화동,3.520,16188,34576
2023,경기도,고양시 일산서구,송포동,13.170,8027,20570
2023,경기도,고양시 일산서구,덕이동,5.530,11688,30777
2023,경기도,고양시 일산서구,가좌동,13.630,7195,18783
2023,경기도,용인시,,591.250,435340,1075566
2023,경기도,용인시 처인구,,467.510,117863,261488
2023,경기도,용인시 처인구,포곡읍,41.750,14538,32880
2023,경기도,용인시 처인구,모현읍,50.250,12242,26287
2023,경기도,용인시 처인구,이동읍,75.670,9163,20066
2023,경기도,용인시 처인구,남사읍,58.670,10011,23881
2023,경기도,용인시 처인구,원삼면,60.140,4021,7914
2023,경기도,용인시 처인구,백암면,65.730,4400,8045
2023,경기도,용인시 처인구,양지면,57.680,9602,19846
2023,경기도,용인시 처인구,중앙동,7.980,12433,24848
2023,경기도,용인시 처인구,역북동,6.050,15702,35463
2023,경기도,용인시 처인구,삼가동,6.420,4826,12359
2023,경기도,용인시 처인구,유림동,13.620,14924,37133
2023,경기도,용인시 처인구,동부동,23.540,6001,12766
2023,경기도,용인시 기흥구,,81.640,174971,436656
2023,경기도,용인시 기흥구,신갈동,4.840,16117,37241
2023,경기도,용인시 기흥구,영덕1동,3.700,12515,31353
2023,경기도,용인시 기흥구,영덕2동,5.800,7913,19199
2023,경기도,용인시 기흥구,구갈동,4.210,18110,41015
2023,경기도,용인시 기흥구,상갈동,2.000,6182,12896
2023,경기도,용인시 기흥구,보라동,10.160,12456,32906
2023,경기도,용인시 기흥구,기흥동,11.710,9119,21293
2023,경기도,용인시 기흥구,서농동,4.220,11317,25240
2023,경기도,용인시 기흥구,구성동,6.900,15375,39303
2023,경기도,용인시 기흥구,마북동,5.390,12272,31449
2023,경기도,용인시 기흥구,동백1동,3.900,11656,32023
2023,경기도,용인시 기흥구,동백2동,3.960,9450,26894
2023,경기도,용인시 기흥구,동백3동,2.500,10114,26898
2023,경기도,용인시 기흥구,상하동,5.530,9205,23620
2023,경기도,용인시 기흥구,보정동,6.820,13170,35326
2023,경기도,용인시 수지구,,42.110,142506,377422
2023,경기도,용인시 수지구,풍덕천1동,1.940,15714,35189
2023,경기도,용인시 수지구,풍덕천2동,1.470,15353,41450
2023,경기도,용인시 수지구,신봉동,6.700,14765,41317
2023,경기도,용인시 수지구,죽전1동,2.380,10701,28433
2023,경기도,용인시 수지구,죽전2동,1.070,7651,18003
2023,경기도,용인시 수지구,죽전3동,2.080,10719,26584
2023,경기도,용인시 수지구,동천동,16.590,19507,50793
2023,경기도,용인시 수지구,상현1동,0.600,6624,20088
2023,경기도,용인시 수지구,상현2동,1.970,11491,33110
2023,경기도,용인시 수지구,상현3동,2.360,11179,27759
2023,경기도,용인시 수지구,성복동,4.940,18802,54696
2023,경기도,성남시,,141.630,409602,919747
2023,경기도,성남시 수정구,,45.450,116390,235942
2023,경기도,성남시 수정구,신흥1동,0.320,7707,12665
2023,경기도,성남시 수정구,신흥2동,1.140,11370,28895
2023,경기도,성남시 수정구,신흥3동,0.330,6416,10827
2023,경기도,성남시 수정구,태평1동,1.340,8516,14376
2023,경기도,성남시 수정구,태평2동,0.490,7794,14430
2023,경기도,성남시 수정구,태평3동,0.370,6679,12442
2023,경기도,성남시 수정구,태평4동,0.400,6264,11908
2023,경기도,성남시 수정구,수진1동,0.330,6975,11564
2023,경기도,성남시 수정구,수진2동,0.930,7636,15015
2023,경기도,성남시 수정구,단대동,0.800,6528,14574
2023,경기도,성남시 수정구,산성동,0.580,2196,4723
2023,경기도,성남시 수정구,양지동,1.260,4277,9331
2023,경기도,성남시 수정구,복정동,3.550,6568,10357
2023,경기도,성남시 수정구,위례동,3.190,18168,44987
2023,경기도,성남시 수정구,신촌동,5.020,2035,4575
2023,경기도,성남시 수정구,고등동,12.440,5243,11876
2023,경기도,성남시 수정구,시흥동,12.960,2018,3397
2023,경기도,성남시 중원구,,26.420,101034,210848
2023,경기도,성남시 중원구,성남동,1.990,18307,32430
2023,경기도,성남시 중원구,중앙동,0.680,7676,16925
2023,경기도,성남시 중원구,금광1동,0.680,8239,19567
2023,경기도,성남시 중원구,금광2동,1.030,12243,24691
2023,경기도,성남시 중원구,은행1동,0.220,4427,9676
2023,경기도,성남시 중원구,은행2동,2.460,10898,22175
2023,경기도,성남시 중원구,상대원1동,6.840,12174,24336
2023,경기도,성남시 중원구,상대원2동,0.420,1672,3169
2023,경기도,성남시 중원구,상대원3동,0.360,6460,11758
2023,경기도,성남시 중원구,하대원동,2.340,8154,19593
2023,경기도,성남시 중원구,도촌동,9.390,10784,26528
2023,경기도,성남시 분당구,,69.760,192178,472957
2023,경기도,성남시 분당구,분당동,3.400,10133,24888
2023,경기도,성남시 분당구,수내1동,1.030,7787,17838
2023,경기도,성남시 분당구,수내2동,0.810,3167,10355
2023,경기도,성남시 분당구,수내3동,1.050,5159,13436
2023,경기도,성남시 분당구,정자동,1.000,6390,14284
2023,경기도,성남시 분당구,정자1동,1.450,13963,30248
2023,경기도,성남시 분당구,정자2동,0.540,7330,14614
2023,경기도,성남시 분당구,정자3동,1.920,6636,16897
2023,경기도,성남시 분당구,서현1동,7.480,12584,31021
2023,경기도,성남시 분당구,서현2동,0.790,6599,17759
2023,경기도,성남시 분당구,이매1동,2.840,9003,24845
2023,경기도,성남시 분당구,이매2동,0.680,4441,13146
2023,경기도,성남시 분당구,야탑1동,1.140,7535,16808
2023,경기도,성남시 분당구,야탑2동,0.640,6034,15874
2023,경기도,성남시 분당구,야탑3동,5.070,12635,26838
2023,경기도,성남시 분당구,판교동,4.530,8999,26512
2023,경기도,성남시 분당구,삼평동,2.800,9058,23939
2023,경기도,성남시 분당구,백현동,1.980,10428,26848
2023,경기도,성남시 분당구,금곡동,5.760,12058,27083
2023,경기도,성남시 분당구,구미동,4.510,12576,28673
2023,경기도,성남시 분당구,구미1동,2.780,7101,16495
2023,경기도,성남시 분당구,운중동,17.570,12562,34556
2023,경기도,부천시,,53.460,344096,779968
2023,경기도,부천시,심곡동,2.420,32022,59193
2023,경기도,부천시,부천동,8.260,38161,85000
2023,경기도,부천시,중동,1.560,17680,39922
2023,경기도,부천시,신중동,4.550,55423,127690
2023,경기도,부천시,상동,3.800,31114,82491
2023,경기도,부천시,대산동,4.080,35478,76367
2023,경기도,부천시,소사본동,3.000,23714,53730
2023,경기도,부천시,범안동,5.750,40085,99963
2023,경기도,부천시,성곡동,8.100,35228,77558
2023,경기도,부천시,오정동,11.940,35191,78054
2023,경기도,화성시,,700.640,404623,944342
2023,경기도,화성시,봉담읍,42.730,39836,94785
2023,경기도,화성시,우정읍,61.670,9365,17411
2023,경기도,화성시,향남읍,50.010,39760,85268
2023,경기도,화성시,남양읍,67.410,28317,57316
2023,경기도,화성시,매송면,27.280,3501,6669
2023,경기도,화성시,비봉면,38.540,4444,7496
2023,경기도,화성시,마도면,32.920,4041,6805
2023,경기도,화성시,송산면,58.370,5677,10755
2023,경기도,화성시,서신면,43.490,4055,7147
2023,경기도,화성시,팔탄면,50.970,6166,9807
2023,경기도,화성시,장안면,67.660,5573,9950
2023,경기도,화성시,양감면,31.060,2446,3959
2023,경기도,화성시,정남면,40.680,6190,10968
2023,경기도,화성시,새솔동,2.980,8567,25755
2023,경기도,화성시,진안동,6.200,23555,50370
2023,경기도,화성시,병점1동,1.460,15925,36576
2023,경기도,화성시,병점2동,1.040,8759,22924
2023,경기도,화성시,반월동,3.970,13253,37265
2023,경기도,화성시,기배동,4.250,6020,16049
2023,경기도,화성시,화산동,11.610,12605,27204
2023,경기도,화성시,동탄1동,5.100,20819,50375
2023,경기도,화성시,동탄2동,2.160,11732,34409
2023,경기도,화성시,동탄3동,2.710,17564,40896
2023,경기도,화성시,동탄4동,4.240,16817,53440
2023,경기도,화성시,동탄5동,11.410,21223,46897
2023,경기도,화성시,동탄6동,9.490,18661,43340
2023,경기도,화성시,동탄7동,4.730,22414,56880
2023,경기도,화성시,동탄8동,6.530,12550,33657
2023,경기도,화성시,동탄9동,9.970,14788,39969
2023,경기도,안산시,,156.470,288567,629308
2023,경기도,안산시 상록구,,57.990,153212,334867
2023,경기도,안산시 상록구,일동,2.740,11184,23444
2023,경기도,안산시 상록구,이동,2.090,13367,22805
2023,경기도,안산시 상록구,사동,2.340,15387,30099
2023,경기도,안산시 상록구,사이동,3.650,12946,31111
2023,경기도,안산시 상록구,해양동,3.680,15514,40391
2023,경기도,안산시 상록구,본오1동,6.490,17347,35589
2023,경기도,안산시 상록구,본오2동,0.820,10846,24928
2023,경기도,안산시 상록구,본오3동,1.100,8981,18627
2023,경기도,안산시 상록구,부곡동,6.220,9417,20808
2023,경기도,안산시 상록구,월피동,5.550,16860,36464
2023,경기도,안산시 상록구,성포동,1.710,9658,25096
2023,경기도,안산시 상록구,반월동,13.240,7542,16831
2023,경기도,안산시 상록구,안산동,8.360,4163,8674
2023,경기도,안산시 단원구,,98.470,135355,294441
2023,경기도,안산시 단원구,와동,3.230,17461,36697
2023,경기도,안산시 단원구,고잔동,1.750,10089,20396
2023,경기도,안산시 단원구,중앙동,1.870,11846,23549
2023,경기도,안산시 단원구,호수동,2.480,16093,42772
2023,경기도,안산시 단원구,원곡동,1.290,3941,5613
2023,경기도,안산시 단원구,백운동,1.510,9583,24221
2023,경기도,안산시 단원구,신길동,6.830,9789,21222
2023,경기도,안산시 단원구,초지동,24.900,20415,45838
2023,경기도,안산시 단원구,선부1동,0.860,8124,17072
2023,경기도,안산시 단원구,선부2동,2.070,7558,14734
2023,경기도,안산시 단원구,선부3동,5.810,14964,33122
2023,경기도,안산시 단원구,대부동,45.940,5492,9205
2023,경기도,남양주시,,458.130,304768,732265
2023,경기도,남양주시,와부읍,49.870,22494,57586
2023,경기도,남양주시,진접읍,65.960,39698,96010
2023,경기도,남양주시,화도읍,71.490,48734,114124
2023,경기도,남양주시,진건읍,31.220,9914,20979
2023,경기도,남양주시,오남읍,25.260,21734,51729
2023,경기도,남양주시,퇴계원읍,3.270,11631,27461
2023,경기도,남양주시,별내면,22.160,8265,18505
2023,경기도,남양주시,수동면,72.730,4853,8807
2023,경기도,남양주시,조안면,50.670,1967,3874
2023,경기도,남양주시,호평동,9.150,21736,56341
2023,경기도,남양주시,평내동,7.250,14551,37869
2023,경기도,남양주시,금곡동,6.930,8873,17703
2023,경기도,남양주시,양정동,12.350,1783,2911
2023,경기도,남양주시,다산1동,5.550,40169,101791
2023,경기도,남양주시,다산2동,5.620,14059,36184
2023,경기도,남양주시,별내동,18.640,34307,80391
2023,경기도,안양시,,58.500,227627,544660
2023,경기도,안양시 만안구,,36.560,101831,230664
2023,경기도,안양시 만안구,안양1동,0.680,5121,11883
2023,경기도,안양시 만안구,안양2동,2.820,10872,22983
2023,경기도,안양시 만안구,안양3동,1.020,7359,15687
2023,경기도,안양시 만안구,안양4동,0.310,3563,6738
2023,경기도,안양시 만안구,안양5동,0.500,4886,10012
2023,경기도,안양시 만안구,안양6동,1.470,12632,26557
2023,경기도,안양시 만안구,안양7동,1.040,5798,15006
2023,경기도,안양시 만안구,안양8동,1.090,4235,8339
2023,경기도,안양시 만안구,안양9동,6.420,7103,16524
2023,경기도,안양시 만안구,석수1동,9.230,7502,18864
2023,경기도,안양시 만안구,석수2동,3.400,12629,30097
2023,경기도,안양시 만안구,석수3동,0.700,5442,12535
2023,경기도,안양시 만안구,박달1동,0.930,6892,14180
2023,경기도,안양시 만안구,박달2동,6.950,7797,21259
2023,경기도,안양시 동안구,,21.940,125796,313996
2023,경기도,안양시 동안구,비산1동,1.820,10661,28800
2023,경기도,안양시 동안구,비산2동,0.460,5173,14547
2023,경기도,안양시 동안구,비산3동,5.570,5177,11438
2023,경기도,안양시 동안구,부흥동,0.500,6312,16517
2023,경기도,안양시 동안구,달안동,0.440,5378,9952
2023,경기도,안양시 동안구,관양1동,3.200,15450,33816
2023,경기도,안양시 동안구,관양2동,1.790,8733,18375
2023,경기도,안양시 동안구,부림동,0.860,12148,25847
2023,경기도,안양시 동안구,평촌동,0.820,4921,14047
2023,경기도,안양시 동안구,평안동,0.640,8075,22945
2023,경기도,안양시 동안구,귀인동,0.640,5065,16228
2023,경기도,안양시 동안구,호계1동,1.050,8164,21250
2023,경기도,안양시 동안구,호계2동,1.410,7469,18847
2023,경기도,안양시 동안구,호계3동,0.750,8948,23160
2023,경기도,안양시 동안구,범계동,0.640,5838,15326
2023,경기도,안양시 동안구,신촌동,0.660,4448,12386
2023,경기도,안양시 동안구,갈산동,0.690,3836,10515
2023,경기도,평택시,,458.450,279835,591022
2023,경기도,평택시,팽성읍,56.740,15944,28340
2023,경기도,평택시,안중읍,28.570,19260,42738
2023,경기도,평택시,포승읍,61.300,13927,23639
2023,경기도,평택시,청북읍,52.560,11306,26635
2023,경기도,평택시,진위면,34.030,6068,11132
2023,경기도,평택시,서탄면,28.550,1954,3566
2023,경기도,평택시,고덕면,22.180,6291,12764
2023,경기도,평택시,오성면,32.510,3275,6458
2023,경기도,평택시,현덕면,45.850,3076,5806
2023,경기도,평택시,중앙동,5.300,21520,43275
2023,경기도,평택시,서정동,1.740,12542,23875
2023,경기도,평택시,송탄동,19.550,9583,21903
2023,경기도,평택시,지산동,0.690,7664,12697
2023,경기도,평택시,송북동,7.150,9546,21375
2023,경기도,평택시,신장1동,1.600,3874,7058
2023,경기도,평택시,신장2동,0.630,3178,5108
2023,경기도,평택시,신평동,6.370,11684,20563
2023,경기도,평택시,원평동,5.250,7091,13296
2023,경기도,평택시,통복동,0.560,2348,3818
2023,경기도,평택시,비전1동,13.000,22006,51603
2023,경기도,평택시,비전2동,4.750,23126,57657
2023,경기도,평택시,세교동,7.120,15794,37632
2023,경기도,평택시,용이동,2.640,11180,25882
2023,경기도,평택시,동삭동,3.070,17717,41544
2023,경기도,평택시,고덕동,16.540,19881,42658
2023,경기도,시흥시,,139.940,228474,519715
2023,경기도,시흥시,대야동,9.850,18333,42477
2023,경기도,시흥시,신천동,3.440,16131,33845
2023,경기도,시흥시,신현동,12.650,4342,9263
2023,경기도,시흥시,은행동,3.970,20866,55147
2023,경기도,시흥시,매화동,11.200,5255,11549
2023,경기도,시흥시,목감동,17.570,17246,41286
2023,경기도,시흥시,군자동,8.040,9821,21616
2023,경기도,시흥시,정왕본동,8.320,12637,18637
2023,경기도,시흥시,정왕1동,6.550,13483,21929
2023,경기도,시흥시,정왕2동,4.780,11335,27694
2023,경기도,시흥시,정왕3동,6.230,11001,21921
2023,경기도,시흥시,정왕4동,0.900,7433,20002
2023,경기도,시흥시,거북섬동,6.120,5852,10398
2023,경기도,시흥시,배곧1동,2.600,12214,35285
2023,경기도,시흥시,배곧2동,2.300,15490,35452
2023,경기도,시흥시,과림동,7.650,1156,1806
2023,경기도,시흥시,연성동,10.050,9653,24156
2023,경기도,시흥시,능곡동,4.460,10404,25098
2023,경기도,시흥시,월곶동,8.000,8486,17301
2023,경기도,시흥시,장곡동,3.500,17336,44853
2023,경기도,파주시,,673.960,220158,497753
2023,경기도,파주시,문산읍,47.230,21586,46899
2023,경기도,파주시,파주읍,32.270,7794,14111
2023,경기도,파주시,법원읍,71.360,5474,9856
2023,경기도,파주시,조리읍,27.530,12637,28376
2023,경기도,파주시,월롱면,27.140,6560,8755
2023,경기도,파주시,탄현면,61.770,7159,13063
2023,경기도,파주시,광탄면,65.550,5759,10686
2023,경기도,파주시,파평면,39.040,2020,3658
2023,경기도,파주시,적성면,91.750,3596,6978
2023,경기도,파주시,군내면,43.290,237,558
2023,경기도,파주시,장단면,34.730,0,0
2023,경기도,파주시,진동면,43.070,78,161
2023,경기도,파주시,진서면,9.290,0,0
2023,경기도,파주시,교하동,28.440,3894,7415
2023,경기도,파주시,운정1동,5.290,19471,47598
2023,경기도,파주시,운정2동,3.210,24855,64860
2023,경기도,파주시,운정3동,3.900,27313,69456
2023,경기도,파주시,운정4동,6.420,10173,23220
2023,경기도,파주시,운정5동,5.440,16400,42855
2023,경기도,파주시,운정6동,2.920,9088,20427
2023,경기도,파주시,금촌1동,4.520,12359,21594
2023,경기도,파주시,금촌2동,2.720,12890,31506
2023,경기도,파주시,금촌3동,17.020,10815,25721
2023,경기도,의정부시,,81.550,209891,464213
2023,경기도,의정부시,의정부1동,1.950,23082,38966
2023,경기도,의정부시,의정부2동,2.480,15959,29574
2023,경기도,의정부시,호원1동,6.540,15247,34483
2023,경기도,의정부시,호원2동,4.180,13330,33020
2023,경기도,의정부시,장암동,8.940,8291,19007
2023,경기도,의정부시,신곡1동,2.560,16917,39419
2023,경기도,의정부시,신곡2동,2.820,18959,45401
2023,경기도,의정부시,송산1동,16.040,24173,57293
2023,경기도,의정부시,송산2동,1.420,13125,32012
2023,경기도,의정부시,송산3동,9.310,18022,45456
2023,경기도,의정부시,자금동,11.780,11803,25802
2023,경기도,의정부시,가능동,3.970,12074,24260
2023,경기도,의정부시,흥선동,5.740,9672,19368
2023,경기도,의정부시,녹양동,3.810,9237,20152
2023,경기도,김포시,,276.600,204594,486172
2023,경기도,김포시,통진읍,29.490,18031,34589
2023,경기도,김포시,고촌읍,25.030,18581,48397
2023,경기도,김포시,양촌읍,33.660,15537,30225
2023,경기도,김포시,대곶면,42.750,5484,9586
2023,경기도,김포시,월곶면,51.960,3057,5204
2023,경기도,김포시,하성면,54.840,4123,7918
2023,경기도,김포시,김포본동,11.800,22466,58564
2023,경기도,김포시,장기본동,2.610,13810,39254
2023,경기도,김포시,사우동,3.300,9569,21413
2023,경기도,김포시,풍무동,4.420,23351,60264
2023,경기도,김포시,장기동,3.610,16036,40770
2023,경기도,김포시,구래동,2.120,20839,45200
2023,경기도,김포시,마산동,3.030,15114,35481
2023,경기도,김포시,운양동,7.980,18596,49307
2023,경기도,광주시,,430.990,170845,391377
2023,경기도,광주시,초월읍,55.890,21895,50406
2023,경기도,광주시,곤지암읍,76.170,11328,22196
